path,category,tracked_status,size_bytes,sha256,required_for_fresh_clone,safe_to_commit,reason,owner_decision_required,duplicate_conflict_relationship
clinical_engine/stages/regimen_load.py,A,untracked,3586,bbd2ff2b208e869ddccfa57be4106add4c7710931f65a27aa05da15be8c0d743,yes,yes,production source code,no,
clinical_engine/stages/therapy_line_select.py,A,untracked,1972,0f82fe2136fe392089034772c01f040d6fa45895fd6d6d704fcdc7e2402ef4fc,yes,yes,production source code,no,
clinical_engine/stages/trace.py,A,untracked,2178,22ede2d8a33067c36feb54c4f0243d353de91cf8df1b9cab9d46d548162bd2b7,yes,yes,production source code,no,
clinical_engine/terminology.py,A,untracked,6585,9631129ccae83e23a28ef075391d4d477eb67f8fc42531b61697f9bf5fbbb7fb,yes,yes,production source code,no,
clinical_engine/tests/__init__.py,B,untracked,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,yes,yes,test source,no,
clinical_engine/tests/conftest.py,B,untracked,9681,335f560a12df3358b0f0eac32918c64785b9219b6231876f4cdb8bb520e7d0c0,yes,yes,test source,no,
clinical_engine/tests/fixtures/__init__.py,B,untracked,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,yes,yes,test source,no,
clinical_engine/tests/fixtures/test_clinical_constants.json,B,untracked,803,0c28c13535b4aa81e53b538f05725d1aaae9c3ef24ddf2abeb20721bbd2b19df,yes,yes,test source,no,
clinical_engine/tests/fixtures/test_diagnosis_index.json,B,untracked,2328,ea29e6382b0be4d939e4eebe9354c8a90e6fcc89e200acb155ecfa78498b441a,yes,yes,test source,no,
clinical_engine/tests/fixtures/test_drugs_reference.json,B,untracked,5659,16607e651cee2db5140301a2ce978e0ad7daa3ac96fb8dae252fc08ca99b2d93,yes,yes,test source,no,
clinical_engine/tests/test_api_recommend_behaviour.py,B,untracked,5660,77990b0551d92ac0e46f8b1697ce85214585081e62ca87e363028419ff766fe6,yes,yes,test source,no,
clinical_engine/tests/test_api_skeleton.py,B,untracked,5795,b8e641d67e96cf504fa0331c77d7c2a9903306a95513055eaa13bd1c517f0856,yes,yes,test source,no,
clinical_engine/tests/test_bundle_loader.py,B,untracked,8850,55112424f6f68e27d21b39b33ad46356f984bdeb9a22b42c8ded11401588891f,yes,yes,test source,no,
clinical_engine/tests/test_config.py,B,untracked,2727,05f4814098b1174787384c3a376f4f45e99c5935b419ff8ad04856687246f96a,yes,yes,test source,no,
clinical_engine/tests/test_corpus_locator.py,B,untracked,5674,7f0fba18ec5ca8d9cfda95abfb55ab02fd27f910a72d28d2af9caf87fcd3d586,yes,yes,test source,no,
clinical_engine/tests/test_corpus_provenance.py,B,untracked,6745,1de41f7203e924f2b5295a8bc3f3af9566af6625bdf14c7138de87ac957e11ba,yes,yes,test source,no,
clinical_engine/tests/test_curated_knowledge.py,B,untracked,9163,8acc6e1472c5d054557b9c8b91e800123ba9ff09849e6b25e7fc717204144be0,yes,yes,test source,no,
clinical_engine/tests/test_curation.py,B,untracked,12147,2c37a67120d204a6c1363e20e355036c9d4dec5fd77dd23564fb74d5282e94f0,yes,yes,test source,no,
clinical_engine/tests/test_curation_tooling.py,B,untracked,5534,01192a50d9ee3e8148ecbc300dd61073c210551d5e6b1e1650e3f493cabd2336,yes,yes,test source,no,
clinical_engine/tests/test_diagnosis_reader.py,B,untracked,5356,1ced851cd1b8d143191ae02f5e6d2c072d2992819c0fd31bd18049ed1780c168,yes,yes,test source,no,
clinical_engine/tests/test_drug_reference_reader.py,B,untracked,6261,db286db48e21e657185db3b5625d739d5dbcf5127b5fbf22e7558ac6c3483fef,yes,yes,test source,no,
clinical_engine/tests/test_engine.py,B,untracked,13732,607951c8963df64df1e056899eda4a8fac9c51edeeb5d6033e41f2893343dc23,yes,yes,test source,no,
clinical_engine/tests/test_golden_runner.py,B,untracked,9340,0b00d743b1560a32917331fecf9bd9b2050d971cd671a6e0cad10a25cdd722c3,yes,yes,test source,no,
clinical_engine/tests/test_guideline_verifier.py,B,untracked,5168,37a78107e1b961e801b8b2266c116ec413f5b15d0e660e95ad2fbce2b4ed3dbd,yes,yes,test source,no,
clinical_engine/tests/test_invariants.py,B,untracked,11334,05b369ca58a422fd78e15838dae42e96f5bb994a34bc3d5435c390e592510e92,yes,yes,test source,no,
clinical_engine/tests/test_manifest.py,B,untracked,8838,35821121773560f449d0aad8323767afef44e8990c66f74a211eb90164040fc0,yes,yes,test source,no,
clinical_engine/tests/test_models.py,B,untracked,11678,4c89a3f665f8898401e4eced77bd5f99f934d5534bf0676439056ef61b79f4d8,yes,yes,test source,no,
clinical_engine/tests/test_pipeline.py,B,untracked,3835,a1af17df536f46c47b1e96736941bfabddfbd249eb5421a452a9dc907c504edd,yes,yes,test source,no,
clinical_engine/tests/test_regimen_curation.py,B,untracked,9680,9fe6f6a934bdabf767be8e3488963fc34459c6d0c77c767565b0259db74e446a,yes,yes,test source,no,
clinical_engine/tests/test_regimen_workbench.py,B,untracked,8742,81c554a68995a9e31c1ea032820b3d4f25a1287839fc9d196d771d683c71a405,yes,yes,test source,no,
clinical_engine/tests/test_sqlite_reader.py,B,untracked,5122,c8098fa5359db1ba7a64b315669a548cc0455c457113f85199dd762ed0c2b518,yes,yes,test source,no,
clinical_engine/tests/test_stage_diagnosis_match.py,B,untracked,2541,e041a09a4501895c04d5221873318b30271547481f58b544f6c1a428dcbb98ab,yes,yes,test source,no,
clinical_engine/tests/test_stage_dose_adjustment.py,B,untracked,6134,53b55a026d1cde43fe0f6b72fd42fb2dd7a03ea4452c27067b0a2857d1928fb8,yes,yes,test source,no,
clinical_engine/tests/test_stage_dose_calculation.py,B,untracked,8507,8a55cc93afd159bdd2601d056720c46697521b748b0907e79d81f35c052d4d9b,yes,yes,test source,no,
clinical_engine/tests/test_stage_hard_safety_filter.py,B,untracked,10785,4bdaf1791ce416d81050638adf0f8dd7d27cc01739f040a9af2d6430371b3c2a,yes,yes,test source,no,
clinical_engine/tests/test_stage_interaction_check.py,B,untracked,8646,43ea6e989f12352d19a606d2430c8f5ad55bb80e9ac0fcbccc73edc49aa48163,yes,yes,test source,no,
clinical_engine/tests/test_stage_population_filter.py,B,untracked,4419,71443d4142c1aab7f1524ca7e5b88284b61c18711d67685b6fc62eefb304d3d3,yes,yes,test source,no,
clinical_engine/tests/test_stage_rank_recommendations.py,B,untracked,10574,37f60f5f84b72a624c24118e6bde405c2ace8a0f1f75c80bea00e81b59d9cf49,yes,yes,test source,no,
clinical_engine/tests/test_stage_regimen_load.py,B,untracked,3829,efd239994db25929727c59b1f64f3ce90a4d50649d0f0ce34effb8dd21b79dd8,yes,yes,test source,no,
clinical_engine/tests/test_stage_therapy_line_select.py,B,untracked,2648,1d4ab72b0870aa5ad6d33fda9af32bf3ab690bd71e95137d7942cedcc032c1bf,yes,yes,test source,no,
clinical_engine/tests/test_stage_trace.py,B,untracked,3222,389fe37036b0390f8f14f66c29d8432dbc81d7e33c755a6918980c1e702e216f,yes,yes,test source,no,
clinical_engine/tools/__init__.py,A,untracked,191,d46da258153b8c81dca8e5abb4cb309b6f5495ac2b4ba8d48be781b394226f34,yes,yes,production source code,no,
clinical_engine/tools/analyze_diagnosis_conflicts.py,A,untracked,14320,517f9078a4191b2598b35187a3034505e5a0343cd28fe41e42f3139004f76102,yes,yes,production source code,no,
clinical_engine/tools/build_conflict_worklist.py,A,untracked,8878,3d4a0de80c8337500d037375b116c1c6a74a6f99afbf5d56a1d670c428ac3d3d,yes,yes,production source code,no,
clinical_engine/tools/build_curated_index.py,A,untracked,9825,d23755b1ec0f125cdf6dd6884daebe79626610cc6a2f899a562a35473c357c68,yes,yes,production source code,no,
clinical_engine/tools/build_curated_knowledge.py,A,untracked,6941,029a8de66017ce550a9fc60837879c10fc7114020b0d985878167e2226cdbd1c,yes,yes,production source code,no,
clinical_engine/tools/build_curated_regimens.py,A,untracked,9051,4a4072f6cc00289658c3502f992d0f7a3481fb9e21b8a3ca55694df041785d11,yes,yes,production source code,no,
clinical_engine/tools/build_decision_ledger.py,A,untracked,6041,341e28d623c7d8a4da3677c7171b2cd11a6ed80fafdb5ad1cacb10bc14012748,yes,yes,production source code,no,
clinical_engine/tools/build_diagnosis_index_draft.py,A,untracked,6848,adc766a2471ec4fccf597e5580d10cd4ed21782c946f5985d60e9bfe6c0958cb,yes,yes,production source code,no,
clinical_engine/tools/build_golden_template.py,A,untracked,5080,5ef167b9f3e5e9f695141ec14444ad3d7977be041b4133e6281ed4dc84d96c9e,yes,yes,production source code,no,
clinical_engine/tools/build_normalized_sqlite.py,A,untracked,3072,e8d3ec04fd02eac6592556e4a19816c4cf08573e028959675e2eaeff846079ad,yes,yes,production source code,no,
clinical_engine/tools/build_regimen_ledger.py,A,untracked,6321,048b3e5b46abff7872b00b148e83b231b5c6e8c7d59e88b6317546b38950749a,yes,yes,production source code,no,
clinical_engine/tools/clinical_data_audit.py,A,untracked,18576,f542252986f3c55d66daeabd2852cbf63bcd57abce154476fe64e63d4ff5e0e4,yes,yes,production source code,no,
clinical_engine/tools/performance_audit.py,A,untracked,11240,adfe7cacb5df1dc191790976f216776728026acf8fcce51c4ec711e763e5af49,yes,yes,production source code,no,
clinical_engine/tools/regimen_review_workbench.py,A,untracked,23312,cbecd19f63e2ee4ff23bf1cbc8d0e8d116ea57746197f938e80cf6802bfe654c,yes,yes,production source code,no,
clinical_engine/tools/validate_curated_knowledge.py,A,untracked,4107,dd9c9f65c8f0021b75526bbdf779962bdfabb2e99dc0583f03f03bddb6848486,yes,yes,production source code,no,
clinical_engine/tools/validate_curation.py,A,untracked,4622,172e02dc879649ec3d4e2bd74da2df8587df4ddb5595c4f99f9532bd6dedad22,yes,yes,production source code,no,
clinical_engine/tools/validate_regimen_curation.py,A,untracked,4265,079266cc4b8c9e26c539a56aa86720ab96103f51e8b4b4050f1eb36b7b6607d6,yes,yes,production source code,no,
clinical_engine/tools/verify_regimen_against_guideline.py,A,untracked,10210,a91f7375647579ef8336f83360a72e97236298e367b01b2b5c480eeb33fed6d9,yes,yes,production source code,no,
config/document_processing.yaml,D,untracked,486,3c7c1c5c7017488979edecac18ecde4a67bf8ee8676e1f23937b086956156eb2,yes,yes,configuration template,no,
curated_knowledge_validation.md,S,untracked,274,63b645f23a22f5bc4d43016c1a8af1e765362ce99dd330830a1de4c262b8f142,no,yes,"report/RFC/analysis doc | Owner decision 4 (2026-07-15): reviewed, qualifies as required governance/architecture/root-cause/reproducibility/production-readiness evidence, track.",no,
dataset_pruning_report.md,S,untracked,9273,5bbd149af447bbbb1d1ca51e04a78709c71f3a417e8daad7e90946e5be9b2af8,no,yes,"report/RFC/analysis doc | Owner decision 4 (2026-07-15): reviewed, qualifies as required governance/architecture/root-cause/reproducibility/production-readiness evidence, track.",no,
db/antibio_db.json,A,tracked,252447,6124b5c62b95e26b182576978fae2c96253260bdc576487924a18c59a7c42996,yes,yes,production source/data,no,
db/build_db.ps1,A,tracked,2325,c095e544fe6cd5c2b11a859533cf7a374fe86a07360cff80948f2b7e792317a9,yes,yes,production source/data,no,
db/diseases/adult_specific.json,A,tracked,32096,95cdf529453196b4eaaaf9ae635f7179fcec55c1c8dbe25ad3a7620d3e60b6f8,yes,yes,production source/data,no,
db/diseases/gastrointestinal.json,A,tracked,27564,c4597ee23405c555e45749b6ffc6f0d301d582136c5726cd84dd7cfb965f8139,yes,yes,production source/data,no,
db/diseases/neonatal.json,A,tracked,20973,3bc057448679e87080b7f661287b5d225e95daff6eab202028f3b15ed3a3c01d,yes,yes,production source/data,no,
db/diseases/prophylaxis.json,A,tracked,29709,937241aee9608698d43f936ea6eedd8383c29e2b11653431c300e815e8b7bcf6,yes,yes,production source/data,no,
db/diseases/respiratory.json,A,tracked,74887,c0a0154847a24dbbf23c1b5658bc07dc129e348309ad5889e113392c5b159baf,yes,yes,production source/data,no,
db/diseases/skin_soft_tissue.json,A,tracked,37975,e1d0411c3481daca05e314e3b1ab4fd0e98f7bbf3f0e6265ed8c6abc363d5feb,yes,yes,production source/data,no,
db/diseases/systemic.json,A,tracked,35485,6f776f661e99c900658b8468ed3bb2f3cfdc655cd43accd2137f942d2dbc43b1,yes,yes,production source/data,no,
db/diseases/urogenital.json,A,tracked,45917,a11ef8c71c110e310939b8c0280005d2e8bb972825953644e2e3fead605324f2,yes,yes,production source/data,no,
db/diseases/zoonotic_specific.json,A,tracked,44739,b31fb9a03868d36632bc28a9d09d290369b0be5da9835a038d217e56ec30b1c9,yes,yes,production source/data,no,
db/index.json,A,tracked,104134,2c95d240cc7e7047e23fd9f2ed691b5fdffb6b255fa4bc49acacf65bc21bde36,yes,yes,production source/data,no,
db/schema.json,A,tracked,8438,450cab04be2ec8b03c645deee1ea378183b39038e429a1031faf5557d389b7c0,yes,yes,production source/data,no,
db/validate_db.js,A,untracked,3228,6829bbc9d0e5ca57d6c77b22e99113f3dc1abf1c87da885ff520f717c719980c,yes,yes,production source/data,no,
diagnosis_index_review.md,S,untracked,114848,3a3754f6cbbbaee6cffb65a58ee08e2bb508d34084660ffc5733688130b1fe20,no,yes,"report/RFC/analysis doc | Owner decision 4 (2026-07-15): reviewed, qualifies as required governance/architecture/root-cause/reproducibility/production-readiness evidence, track.",no,
dictionary_expansion.md,S,untracked,15748,ff96c7f0ad11b52228c43ed7af9b8b812b85c2ecf64936019a320f8c466fa6f0,no,yes,"report/RFC/analysis doc | Owner decision 4 (2026-07-15): reviewed, qualifies as required governance/architecture/root-cause/reproducibility/production-readiness evidence, track.",no,
docs/AGENTS.md,G,untracked,7377,65926cf1cf66bf0c2e965cb06659a1a4a79f19ff2d091d5ad84e01e23f8639bb,no,yes,governance documentation,no,
docs/AI_LOG.md,G,untracked,4437,22329449eafa472ffc90281053da6cf31bc8fd286facef92a4e5cdcc51b35a15,no,yes,governance documentation,no,
docs/DECISIONS.md,G,untracked,5470,bf8dc84585e151fd7782b85bda35589bbc620aeaef3ea79f92ec2d60471df7b1,no,yes,governance documentation,no,
docs/NEXT_TASK.md,G,untracked,1132,310b0289d5b6b967fd8d8597405a5e8ded2d254b4c668c5e5f64921562753de6,no,yes,governance documentation,no,
docs/PROJECT_STATE.md,G,untracked,3654,92f9d69d6927e1d1dcc3ef8b360d951a4c0286ec72b09c1bb15f51056616327f,no,yes,governance documentation,no,
docs/architecture/INT-5_API_Architecture_Review.md,S,untracked,12714,1f975798e0068ced28405742ba704057c8b7b35a465c8799cabc37b60a7cdf39,no,yes,"report/RFC/analysis doc | Owner decision 4 (2026-07-15): reviewed, qualifies as required governance/architecture/root-cause/reproducibility/production-readiness evidence, track.",no,
docs/design/CLINICAL_DECISION_ENGINE_DESIGN.md,S,untracked,51983,9ed057c30f0520b66862c1b29e69a249c0456e5fd2a49c59b49db3a1d96b077e,no,yes,"report/RFC/analysis doc | Owner decision 4 (2026-07-15): reviewed, qualifies as required governance/architecture/root-cause/reproducibility/production-readiness evidence, track.",no,
docs/extraction/ARCHITECTURE.md,S,untracked,4569,6fd286e8f0b02a888482c86f17d875ec5b3b859d9541e0f411846168b12e7de1,no,yes,"report/RFC/analysis doc | Owner decision 4 (2026-07-15): reviewed, qualifies as required governance/architecture/root-cause/reproducibility/production-readiness evidence, track.",no,
docs/extraction/README.md,F,untracked,8497,38d1b456aa42bea0548d6d0fd71e1732e6770d55f8473c92accba4836de2e76e,no,yes,documentation required for operation,no,
docs/governance/AI_OPERATING_SYSTEM.md,G,untracked,9224,5d4b0a1907f05b9d79c139830aca81414cab8e4dfa014cf4b28b898424f6702b,no,yes,governance documentation,no,
docs/governance/ANTIBIO_CONSTITUTION.md,G,untracked,5709,fa0ea6e7a4b20ba542d37cd9489c263d3dbf8d660dbab8e27c4a6171c07fe821,no,yes,governance documentation,no,
docs/governance/AUTONOMOUS_ENGINEERING_KERNEL.md,G,untracked,6718,802960746ee46e1e8c23effa00a6448fb602060f4c7c0a9d446363a82fd5bb8b,no,yes,governance documentation,no,
docs/governance/CLINICAL_GOVERNANCE.md,G,untracked,8039,96d933fcab9bf5db9365f3fc3bd1943825b12f917c1fcb43c6e95cab98125adc,no,yes,governance documentation,no,
docs/governance/CURRENT_PROJECT_STATE.md,G,untracked,9020,c46b331a2ebe2953ecde1fcd8ac67b23726734e3904b6964f5b6cebd28e74039,no,yes,governance documentation,no,
docs/governance/ENGINEERING_PLAYBOOK.md,G,untracked,4770,27f6253448f1d228070da9203cf601c86ef9cf13b4ce38457490af7f3ad85446,no,yes,governance documentation,no,
docs/governance/README.md,F,untracked,1770,66411149e3ff20fca7de353d3daa89f382ff4f0f22d67468dc4efb002201434c,no,yes,documentation required for operation,no,
docs/governance/REPOSITORY_INTELLIGENCE.md,G,untracked,8012,c1a9eb4a63e1e818a1926db8af42d38e4411ebb09dbef0cdd59ab6bd861f1369,no,yes,governance documentation,no,
docs/rfc/P5_KNOWLEDGE_PLATFORM_RFC.md,S,untracked,43297,fd422f0ae8a0e22c8238325bee63a8250daca77dec389eb9980155fa2a36812e,no,yes,"report/RFC/analysis doc | Owner decision 4 (2026-07-15): reviewed, qualifies as required governance/architecture/root-cause/reproducibility/production-readiness evidence, track.",no,
docs/superpowers/specs/2026-07-09-medical-normalizer-v1-design.md,S,untracked,6942,b6cfd07503cf89fb7393bc53eb5a99ebd3791c8f7c5a60b88618c2e3dbc94c2f,no,yes,"report/RFC/analysis doc | Owner decision 4 (2026-07-15): reviewed, qualifies as required governance/architecture/root-cause/reproducibility/production-readiness evidence, track.",no,
docs/superpowers/specs/clinical-decision-engine-v1.md,S,untracked,70937,adb204eb1ebf91d2ef010608b2a0cff7568332881430171087c5399a4d3a929c,no,yes,"report/RFC/analysis doc | Owner decision 4 (2026-07-15): reviewed, qualifies as required governance/architecture/root-cause/reproducibility/production-readiness evidence, track.",no,
generate_pilot_review_batch.py,H,untracked,7831,b79e8d51700db832089b85c656b0dafc22f5f9693aff6940e702ef2cd2f2d261,no,yes,reproducibility/build/tooling script,no,
generate_pilot_review_batch_v2.py,H,untracked,3814,00605603f74d3929ff8995c7c0f3bfe4b71595d3f04165b260ecf6c633bac502,no,yes,reproducibility/build/tooling script,no,
generate_review_workbench_report.py,H,untracked,926,42e3b06838402461050e44b425c23acff7aad25c496c436ac617612a3ae394e0,no,yes,reproducibility/build/tooling script,no,
main.py,H,untracked,28737,f0516ada5ba02313a8f26f7ca40a479088c41a8cad72d24ef4b945296158968f,no,yes,reproducibility/build/tooling script,no,
medical_dictionary/__init__.py,A,untracked,497,90e1a1ac20ca420c4865413176a0f30ef3d8eb66c1f0868b4c8f9a422cff5d65,yes,yes,production source code,no,
medical_dictionary/diagnosis_synonyms.json,A,untracked,2000,e882aac1b780882c6a08d554493bb6e9b83ec328fceb08206480be244a3ba071,yes,yes,production source code,no,
medical_dictionary/dictionary_candidates.json,A,untracked,834153,4435f455337a9316e0554170d04f447e69469aac3c85077ff5521831a23bdf8d,yes,yes,production source code,no,
medical_dictionary/drug_atc.json,A,untracked,233,631e499df539b0734d062d0a67d8a8dd6c0b69eb6b0f04895b887e377c883ae6,yes,yes,production source code,no,
medical_dictionary/drug_groups.json,A,untracked,272,894f2a812159c19eb3ff815168842a14f35c914316c23903e304c81e22ffecad,yes,yes,production source code,no,
medical_dictionary/drug_synonyms.json,A,untracked,6934,2082395b0bd52f88a483e18a1a27c9c3aed5566a3d9c8e2fd7d3ceb3dc025324,yes,yes,production source code,no,
medical_dictionary/duration_dictionary.json,A,untracked,3152,f0e8c6d3925c21d2abc9d896fe2d13d66d6567729a6f03e2ecce3f46b6417f08,yes,yes,production source code,no,
medical_dictionary/frequency_dictionary.json,A,untracked,7708,51af6c3d2133d7a0946a53b31fe4e205f369bd73a9e185b05283f98eab607f9e,yes,yes,production source code,no,
medical_dictionary/loader.py,A,untracked,2099,b124d6ba5d2614dc7c989c9d9f6122835ea49ec900f03f782fbb909f6535d9d5,yes,yes,production source code,no,
medical_dictionary/metadata.json,A,untracked,2664,55dcf162c893276f2de04ee640fc8745184bcf36d8b45bf01d39b41f21db161e,yes,yes,production source code,no,
medical_dictionary/pregnancy_dictionary.json,A,untracked,714,ce767735a2a9384d849a0b522d587d136301e3b2ee708abb1ff5e018494cbffa,yes,yes,production source code,no,
medical_dictionary/renal_dictionary.json,A,untracked,814,6dd377a18867df26b1829aac7ea1b4b8b78584a4ac8d703386cf3d6cb6a48326,yes,yes,production source code,no,
medical_dictionary/route_dictionary.json,A,untracked,1668,8b7187802467ccf537f387414d45fd8cd11a9b049a3e2c5b75d08d82ce62444a,yes,yes,production source code,no,
medical_dictionary/unit_dictionary.json,A,untracked,1078,ce1b050f4243def92807d733704202850d6282c1942fe012f375bb50ef92258c,yes,yes,production source code,no,
medical_dictionary/unknown_drugs.csv,A,untracked,83035,7282f50f8f4da64c5ae712e7313bdd9e1878a8674503a554092cbd3d387fb56f,yes,no,production source code | Owner decision 2 (2026-07-15): legacy/runtime artifact excluded from recovery commit; not consumed by any code; missing producer registered as non-blocking follow-up.,no,schema differs from gitignored root /unknown_drugs.csv
medical_normalizer/__init__.py,A,untracked,94,e229f2ef878152a05d07d56e52cd501f5c68cfbf27d651b77a326ed624a4e4fc,yes,yes,production source code,no,
medical_normalizer/confidence.py,A,untracked,12078,3c2dbc48c1c81de741e6fc699f7408d9bbf245998a4c84c7fe4d6dae5e746674,yes,yes,production source code,no,
medical_normalizer/db.py,A,untracked,25500,07845e89b0a673ec4c840a1ac1e53eb264666415055cd2438746e461a09b3c3b,yes,yes,production source code,no,
medical_normalizer/dictionary.py,A,untracked,4575,9d1449b9bd3a664652e4c5a0d667084af39e3503c04f33662c5e5d77e2e0ff3e,yes,yes,production source code,no,
medical_normalizer/drug_parser.py,A,untracked,5620,3c13312e461931232c57aa278e57d39179e16328875fe584370824937e3fa04f,yes,yes,production source code,no,
medical_normalizer/duration_parser.py,A,untracked,8092,c7c50c18e359ddb62f82183cf4711f2b7db068488e65c40617c951503238c491,yes,yes,production source code,no,
medical_normalizer/frequency_parser.py,A,untracked,10026,efb813cf29e4c105c9fed24454d1b251f3c12d5abb0ccc0121e736da7215ff42,yes,yes,production source code,no,
medical_normalizer/models.py,A,untracked,4444,d7edefef25b9b7c114d1faa1cf9ee71f35c14f615c37fdfddfb46e015d9594e8,yes,yes,production source code,no,
medical_normalizer/normalizer.py,A,untracked,14779,6a75b5f9e235f7d3f3d0fbf164f6fb163462124da84debe676e76ed318a93d0d,yes,yes,production source code,no,
medical_normalizer/population_parser.py,A,untracked,5248,9342366f3a150a591187787c4e1b35214df7bfb2b03e00fed701e838f4f04006,yes,yes,production source code,no,
medical_normalizer/route_parser.py,A,untracked,488,31d475c1c86229aac05d80e00996732e99fc64cda79d03d0d53ca3f04b23f9b0,yes,yes,production source code,no,
medical_normalizer/tests/__init__.py,B,untracked,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,yes,yes,test source,no,
medical_normalizer/tests/test_confidence.py,B,untracked,28837,b8143c22b6583ef56296ff52d184ce0498408c5e21ec501add8ce5aa3fdb3365,yes,yes,test source,no,
medical_normalizer/tests/test_db.py,B,untracked,37969,ddc8583460cf92771c8c2f05d8842d37b6d1940e37208f4fcd728cbec318ed97,yes,yes,test source,no,
medical_normalizer/tests/test_dictionary.py,B,untracked,5286,4285fe53dd30fd9c06867ba4374450eaa4d4a7002558e2c30716db05554e9c16,yes,yes,test source,no,
medical_normalizer/tests/test_drug_parser.py,B,untracked,8630,a5c699e66873669dfa6f911e8461b73386f370a456f07f95ffb2f8b9f63b0331,yes,yes,test source,no,
medical_normalizer/tests/test_duration_parser.py,B,untracked,7794,13999fdacb5635ea75ba7a4306dbb396580f3f8671314a95aec0c961c3e92c5f,yes,yes,test source,no,
medical_normalizer/tests/test_frequency_parser.py,B,untracked,13297,fb7e16f50967a0bc2144adaf1b5878f84e82e274c7ba3e70ec518297a68bb698,yes,yes,test source,no,
medical_normalizer/tests/test_medical_dictionary_loader.py,B,untracked,2784,5122552c084bffc7867d576bda721293efcb41ae4d10b03a145f1b18dfd9c910,yes,yes,test source,no,
medical_normalizer/tests/test_normalizer.py,B,untracked,40496,351d0238a03fb05f99657696e7d0c3e7e48b35df947acc539d49d9e3f53cfb36,yes,yes,test source,no,
medical_normalizer/tests/test_population_parser.py,B,untracked,7036,769f236110a58cc49b10dab0944b34ec9d15ffbc66d3df5dc5fa5a152864be33,yes,yes,test source,no,
medical_normalizer/tests/test_route_parser.py,B,untracked,2309,e3902668d110d970b570977c477529e6afcb9a2b4cfe76cd3b81881c84f435d7,yes,yes,test source,no,
medical_normalizer/tests/test_therapy_line_parser.py,B,untracked,4524,4cb3233faf90285cbc2b8f74cfc6a284efb61a4fda6bf15838d5368b97ee1273,yes,yes,test source,no,
medical_normalizer/tests/test_validator.py,B,untracked,39310,78b196fd2c49a30fa95e1a9c9c9aca57024467f74ae0f17d9144badf4dfab8a5,yes,yes,test source,no,
medical_normalizer/therapy_line_parser.py,A,untracked,2307,ec0549bfec7b44d14cb7082c017d2d45c2ab6978cd014fae581b4346b5dc435c,yes,yes,production source code,no,
medical_normalizer/validator.py,A,untracked,20069,2b3d37df9b50e6382a8c1b6a34ead33f83059fe2d78972133ac70ebf8a016e7c,yes,yes,production source code,no,
migration_report.md,S,untracked,9249,1d621421d421b33e0c56ce1aacacf4cb38656e0accdc0c07f07c1adeac4da296,no,yes,"report/RFC/analysis doc | Owner decision 4 (2026-07-15): reviewed, qualifies as required governance/architecture/root-cause/reproducibility/production-readiness evidence, track.",no,
performance_audit_engine.md,S,untracked,3360,9c291fc79bdd28e0222046250c386f84eb491cea5de38bfdc4f8cc868020d5ff,no,yes,"report/RFC/analysis doc | Owner decision 4 (2026-07-15): reviewed, qualifies as required governance/architecture/root-cause/reproducibility/production-readiness evidence, track.",no,
pilot_review_batch/PILOT_BATCH_MANIFEST.json,J,untracked,12850,02c3b996d838907ac4e2dec1193cbd5357f20502ea793a3cc903af0f1fef793d,no,yes,"manifest schema (separately defined) | Owner decision 3 (2026-07-15): manifest schema separately defined, track.",no,
pilot_review_batch/crt_005ae9d67932bcdf64cc26f4.json,J,untracked,6866,8bdc294367994cd62dd47ebd6c728a796fa2f172cb5bf0725c2c409d9e6619cf,no,no,"generated pilot review packet export | Owner decision 3 (2026-07-15): generated packet export, exclude.",no,
pilot_review_batch/crt_008a65b2cfb45e7de1227f6c.json,J,untracked,6797,953b96032f730a31f93270e1ad32b36971ef703bf3999a3dc5dde36247533b7d,no,no,"generated pilot review packet export | Owner decision 3 (2026-07-15): generated packet export, exclude.",no,
pilot_review_batch/crt_00b537b51698902c07e7e991.json,J,untracked,8521,d9d1973c141e22aff9707313bef40c0423c56f6d62b5240b43bee87419c2744d,no,no,"generated pilot review packet export | Owner decision 3 (2026-07-15): generated packet export, exclude.",no,
pilot_review_batch/crt_0540ae369a1cf75e79513577.json,J,untracked,16368,04d020f06c7017250b4f13377b5470939d3b39b4e06e496badbcc0728e811b8f,no,no,"generated pilot review packet export | Owner decision 3 (2026-07-15): generated packet export, exclude.",no,
pilot_review_batch/crt_077d527c659090758744d88b.json,J,untracked,8617,7e5b6cf4b85850589f30ce49dee476da27fefc2e105c79ad2594e7866e9160be,no,no,"generated pilot review packet export | Owner decision 3 (2026-07-15): generated packet export, exclude.",no,
pilot_review_batch/crt_0d13d449b12e83fe72cfe6e1.json,J,untracked,8641,84a533bfbee5566eca3bbf3f5ef4788dabe8a23ac03309d53d404831e1e9c6db,no,no,"generated pilot review packet export | Owner decision 3 (2026-07-15): generated packet export, exclude.",no,
pilot_review_batch/crt_0e99fdd82d7ef107ba142e84.json,J,untracked,9637,34f772a40714f63c081108704db16fac336ab7d1759bc4e2e875217905bd7194,no,no,"generated pilot review packet export | Owner decision 3 (2026-07-15): generated packet export, exclude.",no,
